,index,instruction
1734,2038,"###User:
Prerequisites: EDPE 254 and two of EDPE 344, EDPE 577 or EDPE 406 

###Answer:
['&', 'EDPE 254', ['|', ['&', 'EDPE 344', 'EDPE 577'],['&', 'EDPE 344', 'EDPE 406'],['&', 'EDPE 577', 'EDPE 406']]]"
1735,2692,"###User:
Prerequisite: CEN2 492 or a course in East-European history or consent of instructor 

###Answer:
'CEN2 492'"
1736,3405,"###User:
Prerequisite: EDUM 662D1

###Answer:
'EDUM 662D1'"
1737,2011,"###User:
Prerequisite: CMRK 308 or permission of the instructor (Minimum Grade/Test score(s) needed is B-).

###Answer:
'CMRK 308'"
1738,130,"###User:
Prerequisite: POTH 669, or POTH 612, or POTH 640, or POTH 129, or permission of instructor

###Answer:
['|', 'POTH 669', 'POTH 612', 'POTH 640', 'POTH 129']"
1739,1446,"###User:
Prerequisite: CCTR 395J1

###Answer:
'CCTR 395J1'"
1740,597,"###User:
Prerequisite: FDSC 126

###Answer:
'FDSC 126'"
1741,2158,"###User:
Prerequisite: EDTL 525D1

###Answer:
'EDTL 525D1'"
1742,86,"###User:
Prerequisite(s): OTOL 538 or RETL 199 or special permission of instructor

###Answer:
['|', 'OTOL 538', 'RETL 199']"
1743,2143,"###User:
Prerequisite: CCMA 369D1

###Answer:
'CCMA 369D1'"
1744,963,"###User:
Prerequisites: CSCI 581 or CSCI 492/CSCI 260.

###Answer:
['|', 'CSCI 581', 'CSCI 492', 'CSCI 260']"
1745,2917,"###User:
Prerequisite: PSYC 727 or permission of instructor.

###Answer:
'PSYC 727'"
1746,2411,"###User:
Prerequisite: CMR2 259; permission of instructor if graduate student is outside the Department.

###Answer:
'CMR2 259'"
1747,165,"###User:
Prerequisites: PSYT 508, or PSYT 118, or PSYT 766, and PSYT 338 or PSYT 328.

###Answer:
['&', ['|', 'PSYT 508', 'PSYT 118', 'PSYT 766'], ['|', 'PSYT 338', 'PSYT 328']]"
1748,415,"###User:
Prerequisite: CCTX 600D1.

###Answer:
'CCTX 600D1'"
1749,1008,"###User:
Prerequisite(s): EDER 480 and (EDER 694 or higher, or EDER 109), or permission of instructor.

###Answer:
['&', 'EDER 480', ['|', 'EDER 694', 'EDER 109']]"
1750,553,"###User:
Prerequisite: POLI 676D1

###Answer:
'POLI 676D1'"
1751,1796,"###User:
Prerequisite: BIOS 143D1

###Answer:
'BIOS 143D1'"
1752,2235,"###User:
Prerequisites: LIBA 739, enrolment in U2 or U3 EPS program and permission of the instructor.

###Answer:
'LIBA 739'"
1753,418,"###User:
Prerequisites: BIOC 412 or BIOC 185 or other suitable 762-level biology course.

###Answer:
['|', 'BIOC 412', 'BIOC 185']"
1754,408,"###User:
Prerequisites: MUEN 412; and MUEN 771 or both CCS2 685 and CCS2 232.

###Answer:
['&', 'MUEN 412', ['|', 'MUEN 771', ['&', 'CCS2 685', 'CCS2 232']]]"
1755,354,"###User:
Prerequisite: MIMM 632 or equivalent 

###Answer:
'MIMM 632'"
1756,2395,"###User:
Prerequisite: MDPH 499.

###Answer:
'MDPH 499'"
1757,1540,"###User:
Corequisite: RUSS 720 

###Answer:
'RUSS 720'"
1758,755,"###User:
Corequisites: PHAR 455 and/or PHAR 403

###Answer:
['|', 'PHAR 455', 'PHAR 403']"
1759,616,"###User:
Prerequisite: CIVE 452, or permission of instructor 

###Answer:
'CIVE 452'"
1760,3011,"###User:
Prerequisite: FIGI 541 or permission of instructor

###Answer:
'FIGI 541'"
1761,204,"###User:
Prerequisite: LIBA 505 or permission of instructor

###Answer:
'LIBA 505'"
1762,1567,"###User:
Corequisite: ASPL 133D1

###Answer:
'ASPL 133D1'"
1763,823,"###User:
Prerequisite: EDER 609, Entrance Placement Test (EPT), or Permission of the Director

###Answer:
'EDER 609'"
1764,9,"###User:
Prerequisites: WOOD 566, WOOD 791

###Answer:
['&', 'WOOD 566', 'WOOD 791']"
1765,1325,"###User:
Corequisite: CHEM 356

###Answer:
'CHEM 356'"
1766,3087,"###User:
Prerequisite: EDPT 712. Familiarity with vector geometry or Corequisite: EDPT 387

###Answer:
['&', 'EDPT 712', 'EDPT 387']"
1767,129,"###User:
Prerequisite: FMTP 265 or 518 or 707 or 139 or 729 or permission of instructor

###Answer:
['|', 'FMTP 265', 'FMTP 518', 'FMTP 707', 'FMTP 139', 'FMTP 729']"
1768,4298,"###User:
Prerequisites: EDPC 284 or permission of the instructor.

###Answer:
'EDPC 284'"
1769,3647,"###User:
Prerequisite(s): EDPE 197

###Answer:
'EDPE 197'"
1770,2576,"###User:
Prerequisite: Successful completion of any Survey of Literature (SWRK 544, SWRK 592, SWRK 245, SWRK 327) or permission of the instructor.

###Answer:
['|', 'SWRK 544', 'SWRK 592', 'SWRK 245', 'SWRK 327']"
1771,265,"###User:
Prerequisites: ANSC 292, ANSC 430, IDFC 446, IDFC 132 or equivalents, or permission of the instructor.

###Answer:
['&', 'ANSC 292', 'ANSC 430', 'IDFC 446', 'IDFC 132']"
1772,795,"###User:
Corequisite(s): IGFS 512

###Answer:
'IGFS 512'"
1773,203,"###User:
Prerequisites: PPOL 730 and PPOL 333 or equivalent.

###Answer:
['&', 'PPOL 730', 'PPOL 333']"
1774,122,"###User:
Prerequisites: EDEM 156 or EDEM 200

###Answer:
['|', 'EDEM 156', 'EDEM 200']"
1775,411,"###User:
Prerequisite: MUPG 200 or MUPG 211 or other suitable laboratory course.

###Answer:
['|', 'MUPG 200', 'MUPG 211']"
1776,936,"###User:
Prerequisite(s): ECSE 281 or AGRI 646 or CCCS 502 or equivalent; and ECSE 540 or AGRI 284 or CEEN 160 or equivalent; or permission of instructor.

###Answer:
['&', ['|', 'ECSE 281', 'AGRI 646', 'CCCS 502'], ['|', 'ECSE 540', 'AGRI 284', 'CEEN 160']]"
1777,2036,"###User:
Prerequisites: RUSS 149 and two of RUSS 365, RUSS 594 or RUSS 769)

###Answer:
['&', 'RUSS 149', ['|', ['&', 'RUSS 365', 'RUSS 594'],['&', 'RUSS 365', 'RUSS 769'],['&', 'RUSS 594', 'RUSS 769']]]"
1778,3111,"###User:
Prerequisite(s): EAST 238 or EAST 787 or EAST 345.

###Answer:
['|', 'EAST 238', 'EAST 787', 'EAST 345']"
1779,545,"###User:
Prerequisite: MBA Core (PAED 227, PAED 328, PAED 135, PAED 527, and PAED 352) or (PAED 551, PAED 613, PAED 581, PAED 589, PAED 197, PAED 676, PAED 217, PAED 585, PAED 659, PAED 439, PAED 535, and PAED 382).

###Answer:
['|', ['&', 'PAED 227', 'PAED 328', 'PAED 135', 'PAED 527', 'PAED 352'], ['&', 'PAED 551', 'PAED 613', 'PAED 581', 'PAED 589', 'PAED 197', 'PAED 676', 'PAED 217', 'PAED 585', 'PAED 659', 'PAED 439', 'PAED 535', 'PAED 382']]"
1780,961,"###User:
Prerequisites: WMST 535, WMST 104 or equivalent, CPAG 104 or CPAG 723, or permission of the instructor.

###Answer:
['&', ['|', 'WMST 535', 'WMST 104'],['|', 'CPAG 104', 'CPAG 723']]"
1781,4445,"###User:
Prerequisite: NSCI 763N1

###Answer:
'NSCI 763N1'"
1782,2406,"###User:
Prerequisite(s): (EPSC 615 OR EPSC 400 OR Instructor's approval) AND (QLSC 615 OR QLSC 603 OR Instructor's approval)

###Answer:
['&', ['|', 'EPSC 615', 'EPSC 400'], ['|', 'QLSC 615', 'QLSC 603']]"
1783,2991,"###User:
Prerequisite: MUMT 497D1

###Answer:
'MUMT 497D1'"
1784,839,"###User:
Corequisite(s): MUAR 536

###Answer:
'MUAR 536'"
1785,976,"###User:
Prerequisites: HGEN 449, or permission of the instructor.

###Answer:
'HGEN 449'"
1786,71,"###User:
Prerequisites: ANSC 101 and permission of the instructor

###Answer:
'ANSC 101'"
1787,4686,"###User:
Prerequisite: COMP 548D1

###Answer:
'COMP 548D1'"
1788,3534,"###User:
Prerequisite: FIGS 429D1

###Answer:
'FIGS 429D1'"
1789,4633,"###User:
Prerequisite: BINF 241

###Answer:
'BINF 241'"
1790,1858,"###User:
Prerequisite: AFRI 183D1

###Answer:
'AFRI 183D1'"
1791,33,"###User:
Prerequisites: (PAED 357 OR PAED 111 OR Instructor's approval) AND (FILM 357 OR FILM 737 OR Instructor's approval)

###Answer:
['&', ['|', 'PAED 357', 'PAED 111'], ['|', 'FILM 357', 'FILM 737']]"
1792,2314,"###User:
Prerequisite: GEOG 545

###Answer:
'GEOG 545'"
1793,1357,"###User:
Prerequisite: HPSC 409

###Answer:
'HPSC 409'"
1794,40,"###User:
Prerequisite(s): FMTP 712 or PAED 712

###Answer:
['|', 'FMTP 712', 'PAED 712']"
1795,2937,"###User:
Prerequisite: MHEC 240 or placement test or permission of the instructor.

###Answer:
'MHEC 240'"
1796,3765,"###User:
Prerequisite: EDPE 461 (or equivalent).

###Answer:
'EDPE 461'"
1797,38,"###User:
Corequisite(s): BIOT 544, BIOT 464 and BIOT 346.

###Answer:
['&', 'BIOT 544', 'BIOT 464', 'BIOT 346']"
1798,1803,"###User:
Prerequisite: CMRK 329

###Answer:
'CMRK 329'"
1799,4689,"###User:
Prerequisite: PROC 538 or permission of instructor.

###Answer:
'PROC 538'"
1800,363,"###User:
Prerequisites: ENTO 710 or ENTO 445; ENTO 283 or ENTO 204 plus either ENTO 496 or INDR737/PRV5737

###Answer:
['&', ['|', 'ENTO 710', 'ENTO 445'], ['|', 'ENTO 283', 'ENTO 204'], ['|', 'ENTO 496', 'INDR 737', 'PRV5 737']]"
1801,3244,"###User:
Prerequisites: MUPD 138D1, (CSCI 604 or EDEA 604) and MUPD 390.

###Answer:
['&', 'MUPD 138D1', ['|', 'CSCI 604', 'EDEA 604'], 'MUPD 390']"
1802,251,"###User:
Prerequisites: CHEE 550 and CHEE 379, and one of MUAR 255 or MUAR 411 or MUAR 167, or a PRV5P DEC in Science, or permission of instructor.

###Answer:
['&', 'CHEE 550', 'CHEE 379', ['|', 'MUAR 255', 'MUAR 411', 'MUAR 167']]"
1803,4178,"###User:
Corequisite: GERM 217 or higher level calculus course.

###Answer:
'GERM 217'"
1804,2584,"###User:
Prerequisites: Successful completion of one of the Survey of Literature courses (PPHS 115, PPHS 337, PPHS 759, PPHS 723), or permission of the instructor.

###Answer:
['|', 'PPHS 115', 'PPHS 337', 'PPHS 759', 'PPHS 723']"
1805,4231,"###User:
Prerequisite: CMSC 267 or permission of the instructor

###Answer:
'CMSC 267'"
1806,1461,"###User:
Prerequisite: CPDV 372J2

###Answer:
'CPDV 372J2'"
1807,3310,"###User:
Prerequisite: CCS2 235

###Answer:
'CCS2 235'"
1808,3279,"###User:
Prerequisites (Undergraduate): EDGC 107 and SWRK 155 / SWRK 443 or permission of instructor

###Answer:
['&', 'EDGC 107', ['|', 'SWRK 155', 'SWRK 443']]"
1809,1051,"###User:
Prerequisite: PHTH 495

###Answer:
'PHTH 495'"
1810,3172,"###User:
Prerequisite (Undergraduate): AGEC 478 and AGEC 682 or equivalent

###Answer:
['&', 'AGEC 478', 'AGEC 682']"
1811,2439,"###User:
Prerequisite: Successful completion of FAES 658 and a CPDV of at least 3.0, or permission of the instructor.

###Answer:
'FAES 658'"
1812,189,"###User:
Prerequisites: CORG 438 and CORG 506

###Answer:
['&', 'CORG 438', 'CORG 506']"
1813,2290,"###User:
Prerequisite: COMP 409 and written approval from student Supervisor submitted to the course coordinator

###Answer:
'COMP 409'"
1814,3884,"###User:
Corequisite: PHTH 111

###Answer:
'PHTH 111'"
1815,4731,"###User:
Prerequisite:  PRV5 302D1

###Answer:
'PRV5 302D1'"
1816,1025,"###User:
Prerequisites: OCC1 253 and OCC1 782/OCC1 430 (formerly OCC1 258).

###Answer:
['&', 'OCC1 253', ['|', 'OCC1 782', 'OCC1 430']]"
1817,3634,"###User:
Prerequisite: MHEC 293. Open to non-jazz majors, space permitting, but not for elective credit in B.Mus. or Artist Diploma programs 

###Answer:
'MHEC 293'"
1818,112,"###User:
Prerequisites: ARCH 140 or ARCH 647 or permission of instructor

###Answer:
['|', 'ARCH 140', 'ARCH 647']"
1819,555,"###User:
Prerequisite: FIGI 295J1

###Answer:
'FIGI 295J1'"
1820,3226,"###User:
Prerequisite: MICR 288.

###Answer:
'MICR 288'"
1821,3596,"###User:
Prerequisite: FILM 683

###Answer:
'FILM 683'"
1822,1773,"###User:
Prerequisite: CEFN 710D1

###Answer:
'CEFN 710D1'"
1823,2481,"###User:
Prerequisite: EDPC 598D1

###Answer:
'EDPC 598D1'"
1824,1721,"###User:
Prerequisite: ARCH 340

###Answer:
'ARCH 340'"
1825,149,"###User:
Prerequisites: ESYS 652 OR ESYS 515 OR ESYS 303 OR ESYS 554 OR permission of the instructor.

###Answer:
['|', 'ESYS 652', 'ESYS 515', 'ESYS 303', 'ESYS 554']"
1826,4084,"###User:
Prerequisites: REDM 233, or permission of the instructor.

###Answer:
'REDM 233'"
1827,3370,"###User:
Prerequisites CFIN 240, CFIN371, CFIN 745, CFIN 146, ENGL 389, OTOL 727

###Answer:
['&', 'CFIN 240', 'CFIN 371', 'CFIN 745', 'CFIN 146', 'ENGL 389', 'OTOL 727']"
1828,3928,"###User:
Prerequisite: COMP 235

###Answer:
'COMP 235'"
1829,2251,"###User:
Prerequisite: CACC 384D1

###Answer:
'CACC 384D1'"
1830,735,"###User:
Prerequisite: PATH 711 or Entrance Placement Test or Permission of the Director

###Answer:
'PATH 711'"
1831,2582,"###User:
Prerequisites: Successful completion of one of the Survey of Literature courses (FSCI 469, FSCI 796, FSCI 383, FSCI 384), or permission of the instructor.

###Answer:
['|', 'FSCI 469', 'FSCI 796', 'FSCI 383', 'FSCI 384']"
1832,4692,"###User:
Prerequisite(s): OBGY 244

###Answer:
'OBGY 244'"
1833,4052,"###User:
Prerequisite: INTG 261 

###Answer:
'INTG 261'"
1834,2947,"###User:
Prerequisite: CIVE 535D1

###Answer:
'CIVE 535D1'"
1835,4190,"###User:
Prerequisite: PSYTP physics or PLAI 131.

###Answer:
'PLAI 131'"
1836,532,"###User:
Corequisite: PHWR 193

###Answer:
'PHWR 193'"
1837,3309,"###User:
Prerequisites: CPRL 355

###Answer:
'CPRL 355'"
1838,2580,"###User:
Prerequisites: Successful completion of one of the Survey of Literature courses (CMRK 219, CMRK 489, CMRK 210, CMRK 345), or permission of the instructor

###Answer:
['|', 'CMRK 219', 'CMRK 489', 'CMRK 210', 'CMRK 345']"
1839,65,"###User:
Prerequisites: EDPE 141 or EDPE 210 or equivalent 

###Answer:
['|', 'EDPE 141', 'EDPE 210']"
1840,4469,"###User:
Prerequisites: LIBA 724 or equivalent as authorized by instructor 

###Answer:
'LIBA 724'"
1841,987,"###User:
Prerequisite/corequisites: EDEM 743 and EDEM 669. Advanced laboratory for Chemistry Honours and Majors students.

###Answer:
['&', 'EDEM 743', 'EDEM 669']"
1842,598,"###User:
Prerequisite(s):BIOC 548 or equivalent with permission of instructor.                       BIOC 520 or equivalent with permission of instructor.                        BIOC 715 or equivalent with permission of instructor.

###Answer:
['&', 'BIOC 548', 'BIOC 520', 'BIOC 715']"
1843,2418,"###User:
Prerequisites: French placement test or instructor's recommendation or EDPH 204, EDPH 666.

###Answer:
['&', 'EDPH 204', 'EDPH 666']"
1844,310,"###User:
Prerequisite(s): FSCI 788 or permission of instructor.

###Answer:
'FSCI 788'"
1845,1005,"###User:
Prerequisite(s): AEMA 721 or equivalent and AEMA 280 or BIEN 676 or equivalent, and WMST 161 or WMST 668 or equivalent.

###Answer:
['&', 'AEMA 721', ['|', 'AEMA 280', 'BIEN 676'], ['|', 'WMST 161', 'WMST 668']]"
1846,133,"###User:
Prerequisite: ARCH 410, or ARCH 480, or ARCH 179, or ARCH 325, or ARCH 632, or permission of the instructor.

###Answer:
['|', 'ARCH 410', 'ARCH 480', 'ARCH 179', 'ARCH 325', 'ARCH 632']"
1847,2574,"###User:
Prerequisite: Successful completion of any Survey of Literature (CPAG 312, CPAG 490, CPAG 552, CPAG 408) or permission of the instructor

###Answer:
['|', 'CPAG 312', 'CPAG 490', 'CPAG 552', 'CPAG 408']"
1848,3181,"###User:
Prerequisites: INLG 124 (or INLG 257), INLG 357.

###Answer:
['&', ['|', 'INLG 124', 'INLG 257'], 'INLG 357']"
1849,4193,"###User:
Corequisite: PHAR 398

###Answer:
'PHAR 398'"
1850,2309,"###User:
Prerequisites: BREE 748 and permission of Faculty.

###Answer:
'BREE 748'"
1851,1111,"###User:
Prerequisite: ACCT 283 or permission of the instructor.

###Answer:
'ACCT 283'"
1852,4573,"###User:
Prerequisite: PRV4 368 or equivalent 

###Answer:
'PRV4 368'"
1853,4010,"###User:
Prerequisite: MUGS 647

###Answer:
'MUGS 647'"
1854,117,"###User:
Prerequisites: CMPL 788 or PSYC 304 or EDPE 185 or Permission of Instructor

###Answer:
['|', 'CMPL 788', 'PSYC 304', 'EDPE 185']"
1855,162,"###User:
Prerequisites: UQAC 298, UQAC 254 or UQAC 770, or permission of the instructor.

###Answer:
['|', 'UQAC 298', 'UQAC 254', 'UQAC 770']"
1856,512,"###User:
Prerequisite: UQAC 396D1

###Answer:
'UQAC 396D1'"
1857,877,"###User:
Prerequisite: SWRK 421 or Entrance Placement Test or Permission of the Director

###Answer:
'SWRK 421'"
1858,1209,"###User:
Prerequisite: CEFN 285D1

###Answer:
'CEFN 285D1'"
1859,3879,"###User:
Prerequisite(s): MUGS 774

###Answer:
'MUGS 774'"
1860,147,"###User:
Prerequisites: LSCI 688, or LSCI 647, or EDIN 692, or permission of the instructor.

###Answer:
['|', 'LSCI 688', 'LSCI 647', 'EDIN 692']"
1861,932,"###User:
Prerequisite(s): COMS 526

###Answer:
'COMS 526'"
1862,279,"###User:
Prerequisite: MUGS 574N1

###Answer:
'MUGS 574N1'"
1863,2583,"###User:
Prerequisite: Successful completion of any Survey of Literature (PRV5 710, PRV5 736, PRV5 438, PRV5 239) or permission of the instructor.  Note: Course taught in Spanish.

###Answer:
['|', 'PRV5 710', 'PRV5 736', 'PRV5 438', 'PRV5 239']"
1864,864,"###User:
Prerequisite: EDEA 579

###Answer:
'EDEA 579'"
1865,180,"###User:
Prerequisite: SWRK 363N1

###Answer:
'SWRK 363N1'"
1866,1425,"###User:
Prerequisite: PSYT 104D1

###Answer:
'PSYT 104D1'"
1867,548,"###User:
Prerequisite: MBA Core (ESYS 466, ESYS 698, ESYS 779, ESYS 162, and ESYS 688) or (ESYS 376, ESYS 145, ESYS 301, ESYS 201, ESYS 673, ESYS 330, ESYS 105, ESYS 104, ESYS 617, ESYS 436, ESYS 716, ESYS 686).

###Answer:
['|', ['&', 'ESYS 466', 'ESYS 698', 'ESYS 779', 'ESYS 162', 'ESYS 688'], ['&', 'ESYS 376', 'ESYS 145', 'ESYS 301', 'ESYS 201', 'ESYS 673', 'ESYS 330', 'ESYS 105', 'ESYS 104', 'ESYS 617', 'ESYS 436', 'ESYS 716', 'ESYS 686']]"
1868,1060,"###User:
Prerequisite: BUSA 192 (formerly BUSA 356)

###Answer:
'BUSA 192'"
1869,81,"###User:
Prerequisites: CMIS/BIOE 547 or INLG 249; and one of AEBI 342, OCC1 238 or CPL2 738; or permission of instructor

###Answer:
['&', ['|', 'CMIS 547', 'BIOE 547', 'INLG 249'], ['|', 'AEBI 342', 'OCC1 238', 'CPL2 738']]"
1870,4444,"###User:
Prerequisite: CAFT 775J2

###Answer:
'CAFT 775J2'"
1871,1440,"###User:
Prerequisite(s): CCFC 401

###Answer:
'CCFC 401'"
1872,1723,"###User:
Prerequisite: REDM 692

###Answer:
'REDM 692'"
1873,372,"###User:
Prerequisites: MUGT 485 or MUGT 680; MUGT 232, LLCU 316, and MUGT 725 or MUGT 488.

###Answer:
['&', ['|', 'MUGT 485', 'MUGT 680'], 'MUGT 232', 'LLCU 316', ['|', 'MUGT 725', 'MUGT 488']]"
1874,1388,"###User:
Prerequisite: GSFS 243J2

###Answer:
'GSFS 243J2'"
1875,2612,"###User:
Prerequisite: CACF 240 recommended.

###Answer:
'CACF 240'"
1876,2747,"###User:
Prerequisite: HIST 158D1

###Answer:
'HIST 158D1'"
1877,1868,"###User:
Prerequisite: FIGA 773D1

###Answer:
'FIGA 773D1'"
1878,2880,"###User:
Corequisite: PSYC 590

###Answer:
'PSYC 590'"
1879,3147,"###User:
Prerequisites: ISLA 425 or ISLA 268, and ISLA 656 or ISLA 376 or ISLA 739

###Answer:
['&', ['|', 'ISLA 425', 'ISLA 268'], ['|', 'ISLA 656', 'ISLA 376', 'ISLA 739']]"
1880,657,"###User:
Prerequisites: HISP 123 or EDTL 265 or exemption by examination.

###Answer:
['|', 'HISP 123', 'EDTL 265']"
1881,78,"###User:
Corequisites: CMSC 302 or LAWG 302 or MGSC 508

###Answer:
['|', 'CMSC 302', 'LAWG 302', 'MGSC 508']"
1882,4119,"###User:
Prerequisite: FIGI 168 

###Answer:
'FIGI 168'"
1883,2018,"###User:
Prerequisite: EDES 458D1

###Answer:
'EDES 458D1'"
1884,2833,"###User:
Prerequisite(s): CCCS 528

###Answer:
'CCCS 528'"
1885,4252,"###User:
Prerequisite(s): CCTX 633, and one of FMTP 455, FMTP 477, FMTP 383, or FMTP 460 or permission from the instructor.

###Answer:
['&', 'CCTX 633', ['|', 'FMTP 455', 'FMTP 477', 'FMTP 383', 'FMTP 460']]"
1886,2444,"###User:
Prerequisite: One of the following: CCS2 709; MUCT 709, MUCT 664, MUCT 334, MUCT 674, MUCT 121; or permission of the instructor.

###Answer:
['|', 'CCS2 709','MUCT 709', 'MUCT 664', 'MUCT 334','MUCT 674','MUCT 121']"
1887,67,"###User:
Prerequisites: EDPE 793 or equivalent and EDPE 401 or permission of the instructor

###Answer:
['&', 'EDPE 793', 'EDPE 401']"
1888,76,"###User:
Prerequisites: FIGG 307 (or HISTP equivalent), EDER 588 and EDER 546

###Answer:
['&', 'FIGG 307', 'EDER 588', 'EDER 546']"
1889,967,"###User:
Prerequisite: CINC 800 or equivalent 

###Answer:
'CINC 800'"
1890,2441,"###User:
Prerequisites: AGRI 633 and one of: AGRI 580, AGRI 383, AGRI 110, AGRI 607, AGRI 618

###Answer:
['&', 'AGRI 633', ['|', 'AGRI 580', 'AGRI 383', 'AGRI 110', 'AGRI 607', 'AGRI 618']]"
1891,3607,"###User:
Prerequisite: MUIN 452

###Answer:
'MUIN 452'"
1892,3009,"###User:
Prerequisite: IDFC 778 or permission of instructor

###Answer:
'IDFC 778'"
1893,3567,"###User:
Prerequisites: ANAT 483

###Answer:
'ANAT 483'"
1894,3140,"###User:
Prerequisite(s): ASPL 120 or ASPL 372, and ASPL 759 or ASPL 377, and HSSM 723 or HSSM 638 or HSSM 736 or equivalent.

###Answer:
['&', ['|', 'ASPL 120', 'ASPL 372'], ['|', 'ASPL 759', 'ASPL 377'], ['|', 'HSSM 723', 'HSSM 638', 'HSSM 736']]"
1895,150,"###User:
Prerequisites: ORGB 521

###Answer:
'ORGB 521'"
1896,453,"###User:
Prerequisites: REDM 575 or equivalent, and permission of instructor; REDM 600 recommended

###Answer:
'REDM 575'"
1897,3821,"###User:
Prerequisite(s): PUB3 274

###Answer:
'PUB3 274'"
1898,3429,"###User:
Prerequisite: ENTO 648D1

###Answer:
'ENTO 648D1'"
1899,52,"###User:
Prerequisites: ORGB 598 or ORGB 665 or CMRK 165or CMRK 581 or equivalent.

###Answer:
['|', 'ORGB 598', 'ORGB 665', 'CMRK 165', 'CMRK 581']"
1900,396,"###User:
Prerequisites: AEBI 187 or permission of instructor, MUEN 670 or equivalent (any coding experience or permission of the instructor).

###Answer:
['&', 'AEBI 187', 'MUEN 670']"
1901,49,"###User:
Corequisite: HSED 739 or equivalent.

###Answer:
'HSED 739'"
1902,1509,"###User:
Prerequisite: MUIN 542N1

###Answer:
'MUIN 542N1'"
1903,1117,"###User:
Prerequisite(s): PHIL 200 or similar course or permission of instructor.

###Answer:
'PHIL 200'"
1904,36,"###User:
Corequisite(s): MUSP 638, MUSP 458, MUSP 508

###Answer:
['&', 'MUSP 638', 'MUSP 458', 'MUSP 508']"
1905,1741,"###User:
Prerequisites: CCTX 750, EDPD 317, CCTX 272, and (CCTX 557 or EDPD 713) or equivalents.

###Answer:
['&', 'CCTX 750', 'EDPD 317', 'CCTX 272', ['|', 'CCTX 557', 'EDPD 713']]"
1906,1722,"###User:
Prerequisite: SWRK 496

###Answer:
'SWRK 496'"
1907,402,"###User:
Prerequisite: ATOC 632 or equivalent.

###Answer:
'ATOC 632'"
1908,1165,"###User:
Prerequisite: EDEA 694D1

###Answer:
'EDEA 694D1'"
1909,4183,"###User:
Corequisite: SURG 646 or higher level calculus course.

###Answer:
'SURG 646'"
1910,3153,"###User:
Prerequisites: HSED 372 or HSED 122 or HSED 749; HSED 122 or HSED 537 or MDPH 553 or MUEN 569; or permission of the instructor

###Answer:
['&', ['|', 'HSED 372', 'HSED 122', 'HSED 749'], ['|', 'HSED 122', 'HSED 537', 'MDPH 553', 'MUEN 569']]"
1911,4402,"###User:
Prerequisite: CACF 740D1.

###Answer:
'CACF 740D1'"
1912,2189,"###User:
Prerequisite: EDTL 784D1.

###Answer:
'EDTL 784D1'"
1913,1126,"###User:
Corequisite: TRNS 356

###Answer:
'TRNS 356'"
1914,4125,"###User:
Prerequisite: Knowledge of differential equations at the FIGE 675 level or equivalent.

###Answer:
'FIGE 675'"
1915,1529,"###User:
Prerequisite: EDUM 640D1

###Answer:
'EDUM 640D1'"
